Dealer Name,Dealer ID,Invoice Date,Region,Governorate,City,Part Description,Unit Price,Quantity Sold,Total Sales,Operating Profit,Operating Margin
Auto Spare Parts Dealer 34 - Giza,10033,2022-04-26,Upper Egypt,Assiut,Abnoub,Denso Regular Bulb for Hyundai,55.54,56,3110.24,1133.68,36.45
Auto Spare Parts Dealer 44 - Monufia,10043,2022-03-24,Upper Egypt,Aswan,Kom Ombo,Denso Engine Oil for Nissan 1987-2015,1150.31,16,18404.96,6552.17,35.6
Auto Spare Parts Dealer 11 - Qalyubia,10010,2023-10-05,Greater Cairo,Giza,Haram,DEPO Windshield Wiper for Nissan 1987-2015,217.52,29,6308.08,1399.76,22.19
Auto Spare Parts Dealer 4 - Dakahlia,10003,2024-11-09,Upper Egypt,Aswan,Aswan First,Philips Regular Bulb for Chevrolet Half-Truck,135.22,94,12710.68,2985.74,23.49
Auto Spare Parts Dealer 37 - Beheira,10036,2024-10-13,Canal Zone,Ismailia,Arbaeen,Mobil Rear Taillight for Toyota 1987-2015,540.08,42,22683.36,7877.93,34.73
Auto Spare Parts Dealer 26 - Sohag,10025,2022-09-16,Upper Egypt,Aswan,Nasr Nubia,NGK Regular Bulb for Kia,134.45,83,11159.35,2517.55,22.56
Auto Spare Parts Dealer 7 - Minya,10006,2023-04-08,Upper Egypt,Sohag,Akhmim,Mobil Battery for Nissan 1987-2015,1341.2,18,24141.6,5588.78,23.15
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-08-13,Delta,Monufia,Berket El Sabaa,DEPO Engine Oil for Hyundai,1263.95,13,16431.35,5297.47,32.24
Auto Spare Parts Dealer 47 - Alexandria,10046,2022-06-14,Alexandria,Alexandria,Smouha,Mobil HID Bulb for Kia,685.16,7,4796.12,1672.89,34.88
Auto Spare Parts Dealer 34 - Giza,10033,2023-01-16,Greater Cairo,Qalyubia,Khanka,Champion Alarm System for Hyundai,1602.11,9,14418.99,3767.68,26.13
Auto Spare Parts Dealer 40 - Beheira,10039,2023-05-22,Greater Cairo,Cairo,Shubra,ACDelco Windshield Wiper for Kia,146.26,34,4972.84,1014.96,20.41
Auto Spare Parts Dealer 3 - Cairo,10002,2024-02-19,Delta,Sharqia,Abu Kabir,DEPO Engine Oil for Kia,1317.32,16,21077.12,4708.63,22.34
Auto Spare Parts Dealer 37 - Beheira,10036,2022-02-03,Canal Zone,Ismailia,Qantara Sharq,Valeo Side Mirror for Hyundai,629.23,20,12584.6,2753.51,21.88
Auto Spare Parts Dealer 44 - Monufia,10043,2022-12-31,Canal Zone,Port Said,Sharq,NGK Brake Cylinder for Nissan 1987-2015,1027.02,11,11297.22,3842.18,34.01
Auto Spare Parts Dealer 48 - Minya,10047,2023-05-20,Greater Cairo,Qalyubia,Toukh,Bosch Regular Bulb for Hyundai,106.4,129,13725.6,2920.81,21.28
Auto Spare Parts Dealer 26 - Sohag,10025,2022-01-29,Greater Cairo,Qalyubia,Qalyub,DEPO Brake Pads for Chevrolet Half-Truck,769.77,15,11546.55,2555.25,22.13
Auto Spare Parts Dealer 14 - Sohag,10013,2023-07-02,Greater Cairo,Giza,Agouza,Mobil Brake Pads for Nissan 1987-2015,704.63,9,6341.67,2477.06,39.06
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-11-11,Upper Egypt,Sohag,Maragha,Hella Engine Oil for Nissan 1987-2015,1912.32,11,21035.52,6546.25,31.12
Auto Spare Parts Dealer 23 - Sohag,10022,2024-02-01,Alexandria,Alexandria,Sidi Gaber,Magneti Marelli Air Filter for Toyota 1987-2015,311.14,32,9956.48,2559.81,25.71
Auto Spare Parts Dealer 48 - Minya,10047,2024-05-15,Greater Cairo,Qalyubia,Shibin El Qanater,CASP Engine Oil for Nissan 1987-2015,1271.41,7,8899.87,2378.94,26.73
Auto Spare Parts Dealer 47 - Alexandria,10046,2023-08-30,Greater Cairo,Giza,Dokki,ACDelco Side Mirror for Kia,394.05,17,6698.85,1772.52,26.46
Auto Spare Parts Dealer 26 - Sohag,10025,2024-12-07,Greater Cairo,Giza,Agouza,Philips Regular Bulb for Toyota 1987-2015,123.32,102,12578.64,3472.96,27.61
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-06-06,Canal Zone,Ismailia,Qantara Sharq,Magneti Marelli Side Mirror for Kia,712.42,23,16385.66,4569.96,27.89
Auto Spare Parts Dealer 18 - Cairo,10017,2022-09-04,Upper Egypt,Sohag,Girga,CASP Alarm System for Toyota 1987-2015,2283.5,9,20551.5,5374.22,26.15
Auto Spare Parts Dealer 46 - Port Said,10045,2022-09-24,Delta,Sharqia,Zagazig,Champion Windshield Wiper for Hyundai,260.64,54,14074.56,5337.07,37.92
Auto Spare Parts Dealer 2 - Sharqia,10001,2024-11-07,Upper Egypt,Assiut,Manfalout,Champion HID Bulb for Chevrolet Half-Truck,532.5,27,14377.5,3473.6,24.16
Auto Spare Parts Dealer 11 - Qalyubia,10010,2023-05-21,Canal Zone,Ismailia,First District,Hella Rear Taillight for Nissan 1987-2015,568.4,20,11368.0,2930.67,25.78
Auto Spare Parts Dealer 22 - Minya,10021,2023-01-13,Canal Zone,Ismailia,Sheikh Zayed,ACDelco Rear Taillight for Hyundai,455.67,24,10936.08,2319.54,21.21
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-03-29,Delta,Beheira,Damanhour,Mobil Regular Bulb for Toyota 1987-2015,79.8,34,2713.2,805.28,29.68
Auto Spare Parts Dealer 17 - Monufia,10016,2024-12-10,Alexandria,Alexandria,Montazah,Bosch Regular Bulb for Kia,134.55,39,5247.45,1061.03,20.22
Auto Spare Parts Dealer 32 - Monufia,10031,2023-01-29,Delta,Sharqia,Bilbeis,NGK Engine Oil for Kia,1530.29,13,19893.77,5556.33,27.93
Auto Spare Parts Dealer 14 - Sohag,10013,2023-02-27,Delta,Monufia,Menouf,Philips HID Bulb for Hyundai,533.39,8,4267.12,1465.76,34.35
Auto Spare Parts Dealer 6 - Minya,10005,2024-03-21,Upper Egypt,Luxor,Qurna,Denso Battery for Hyundai,1914.24,10,19142.4,5572.35,29.11
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-08-15,Upper Egypt,Aswan,Kom Ombo,Valeo Windshield Wiper for Hyundai,277.19,63,17462.97,6360.01,36.42
Auto Spare Parts Dealer 26 - Sohag,10025,2024-08-23,Upper Egypt,Minya,Maghaghah,Denso HID Bulb for Chevrolet Half-Truck,865.0,26,22490.0,6504.11,28.92
Auto Spare Parts Dealer 39 - Cairo,10038,2024-10-25,Delta,Beheira,Edku,Magneti Marelli Battery for Toyota 1987-2015,2688.34,12,32260.08,7171.42,22.23
Auto Spare Parts Dealer 30 - Dakahlia,10029,2024-08-02,Delta,Monufia,Berket El Sabaa,Valeo Side Mirror for Hyundai,658.54,39,25683.06,8326.45,32.42
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-01-26,Upper Egypt,Minya,Maghaghah,Bosch Windshield Wiper for Hyundai,153.37,82,12576.34,3349.08,26.63
Auto Spare Parts Dealer 7 - Minya,10006,2024-02-07,Canal Zone,Port Said,Sharq,Hella Air Filter for Nissan 1987-2015,200.19,118,23622.42,5789.86,24.51
Auto Spare Parts Dealer 26 - Sohag,10025,2022-10-20,Upper Egypt,Luxor,Luxor First,Philips Engine Oil for Nissan 1987-2015,1997.33,9,17975.97,5426.95,30.19
Auto Spare Parts Dealer 36 - Port Said,10035,2023-07-12,Upper Egypt,Luxor,Qurna,Magneti Marelli Regular Bulb for Toyota 1987-2015,102.65,16,1642.4,392.7,23.91
Auto Spare Parts Dealer 42 - Alexandria,10041,2022-07-23,Upper Egypt,Luxor,Luxor First,Valeo Side Mirror for Nissan 1987-2015,422.66,14,5917.24,1418.36,23.97
Auto Spare Parts Dealer 36 - Port Said,10035,2023-12-01,Delta,Dakahlia,Mit Ghamr,Valeo Windshield Wiper for Chevrolet Half-Truck,282.39,19,5365.41,1420.22,26.47
Auto Spare Parts Dealer 6 - Minya,10005,2024-09-16,Canal Zone,Ismailia,First District,ACDelco Windshield Wiper for Chevrolet Half-Truck,151.52,143,21667.36,7204.4,33.25
Auto Spare Parts Dealer 19 - Cairo,10018,2022-10-29,Delta,Monufia,Bagour,DEPO Regular Bulb for Chevrolet Half-Truck,71.3,99,7058.7,2478.31,35.11
Auto Spare Parts Dealer 21 - Minya,10020,2024-12-17,Upper Egypt,Minya,Deir Mawas,DEPO Front Headlight for Chevrolet Half-Truck,789.59,19,15002.21,4958.23,33.05
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-07-16,Delta,Sharqia,Zagazig,ACDelco Windshield Wiper for Toyota 1987-2015,207.91,33,6861.03,2480.95,36.16
Auto Spare Parts Dealer 33 - Minya,10032,2022-12-26,Greater Cairo,Qalyubia,Shibin El Qanater,Philips Battery for Hyundai,1188.27,8,9506.16,3725.46,39.19
Auto Spare Parts Dealer 19 - Cairo,10018,2023-10-05,Canal Zone,Ismailia,Arbaeen,Valeo Regular Bulb for Kia,80.94,133,10765.02,4228.5,39.28
Auto Spare Parts Dealer 35 - Assiut,10034,2022-10-11,Delta,Dakahlia,Mansoura,CASP Air Filter for Kia,334.0,70,23380.0,7575.12,32.4
Auto Spare Parts Dealer 35 - Assiut,10034,2022-11-27,Upper Egypt,Luxor,Esna,Philips Alarm System for Hyundai,1543.22,13,20061.86,5248.18,26.16
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-08-07,Alexandria,Alexandria,Miami,DEPO Engine Oil for Hyundai,1143.57,14,16009.98,5312.11,33.18
Auto Spare Parts Dealer 46 - Port Said,10045,2022-11-26,Upper Egypt,Assiut,Abnoub,Champion Windshield Wiper for Hyundai,278.99,28,7811.72,2998.92,38.39
Auto Spare Parts Dealer 37 - Beheira,10036,2023-10-08,Delta,Dakahlia,Mit Ghamr,Mobil Air Filter for Toyota 1987-2015,439.22,18,7905.96,1587.52,20.08
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-09-15,Upper Egypt,Luxor,Armant,ACDelco HID Bulb for Nissan 1987-2015,559.07,22,12299.54,4870.62,39.6
Auto Spare Parts Dealer 38 - Aswan,10037,2022-08-30,Upper Egypt,Aswan,Aswan First,CASP Rear Taillight for Toyota 1987-2015,463.27,21,9728.67,2883.58,29.64
Auto Spare Parts Dealer 26 - Sohag,10025,2022-02-08,Upper Egypt,Sohag,Akhmim,Denso Side Mirror for Kia,757.17,34,25743.78,5393.32,20.95
Auto Spare Parts Dealer 37 - Beheira,10036,2022-10-29,Greater Cairo,Qalyubia,Toukh,Magneti Marelli Battery for Nissan 1987-2015,2898.12,9,26083.08,10287.17,39.44
Auto Spare Parts Dealer 12 - Dakahlia,10011,2024-05-17,Delta,Sharqia,Abu Kabir,Bosch Battery for Chevrolet Half-Truck,2769.49,9,24925.41,7265.76,29.15
Auto Spare Parts Dealer 25 - Cairo,10024,2023-09-11,Canal Zone,Ismailia,Sheikh Zayed,Philips Front Headlight for Chevrolet Half-Truck,1108.73,30,33261.9,9955.29,29.93
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-09-27,Upper Egypt,Assiut,Assiut First,Mobil Battery for Kia,1098.27,9,9884.43,2488.9,25.18
Auto Spare Parts Dealer 30 - Dakahlia,10029,2024-12-02,Greater Cairo,Qalyubia,Khanka,Champion Alarm System for Kia,2125.35,9,19128.15,7352.86,38.44
Auto Spare Parts Dealer 23 - Sohag,10022,2024-06-12,Delta,Dakahlia,Mit Ghamr,NGK Engine Oil for Nissan 1987-2015,1254.72,18,22584.96,6486.4,28.72
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-05-05,Alexandria,Alexandria,Roushdy,Philips Regular Bulb for Kia,156.67,56,8773.52,2027.56,23.11
Auto Spare Parts Dealer 22 - Minya,10021,2022-11-01,Greater Cairo,Cairo,Maadi,Denso Windshield Wiper for Hyundai,168.34,120,20200.8,5179.49,25.64
Auto Spare Parts Dealer 23 - Sohag,10022,2024-07-07,Upper Egypt,Luxor,Qurna,NGK Regular Bulb for Toyota 1987-2015,154.51,40,6180.4,1593.93,25.79
Auto Spare Parts Dealer 12 - Dakahlia,10011,2023-09-29,Delta,Beheira,Abu Hummus,Champion Regular Bulb for Nissan 1987-2015,136.33,9,1226.97,430.3,35.07
Auto Spare Parts Dealer 43 - Dakahlia,10042,2022-01-25,Upper Egypt,Luxor,Esna,Valeo Battery for Nissan 1987-2015,2085.61,12,25027.32,5821.35,23.26
Auto Spare Parts Dealer 25 - Cairo,10024,2022-12-11,Greater Cairo,Cairo,Shubra,Magneti Marelli Regular Bulb for Kia,50.17,115,5769.55,1797.79,31.16
Auto Spare Parts Dealer 38 - Aswan,10037,2022-08-30,Upper Egypt,Aswan,Aswan First,DEPO Alarm System for Kia,2399.48,12,28793.76,7339.53,25.49
Auto Spare Parts Dealer 18 - Cairo,10017,2024-10-26,Delta,Monufia,Berket El Sabaa,CASP Battery for Kia,1417.24,11,15589.64,3512.35,22.53
Auto Spare Parts Dealer 47 - Alexandria,10046,2022-05-20,Upper Egypt,Aswan,Nasr Nubia,Valeo Alarm System for Nissan 1987-2015,2204.39,8,17635.12,3851.51,21.84
Auto Spare Parts Dealer 39 - Cairo,10038,2024-03-01,Greater Cairo,Giza,Dokki,DEPO HID Bulb for Toyota 1987-2015,554.74,39,21634.86,4999.82,23.11
Auto Spare Parts Dealer 8 - Alexandria,10007,2022-01-24,Greater Cairo,Qalyubia,Banha,NGK Battery for Nissan 1987-2015,1328.26,10,13282.6,2825.21,21.27
Auto Spare Parts Dealer 39 - Cairo,10038,2024-10-25,Delta,Beheira,Edku,Mobil Regular Bulb for Hyundai,163.94,27,4426.38,1018.51,23.01
Auto Spare Parts Dealer 33 - Minya,10032,2023-12-06,Delta,Beheira,Abu Hummus,NGK Engine Oil for Chevrolet Half-Truck,1657.06,9,14913.54,4119.12,27.62
Auto Spare Parts Dealer 17 - Monufia,10016,2022-01-14,Upper Egypt,Assiut,Dayrout,CASP Windshield Wiper for Nissan 1987-2015,144.21,10,1442.1,541.08,37.52
Auto Spare Parts Dealer 1 - Qalyubia,10000,2024-06-06,Alexandria,Alexandria,Glim,Champion Regular Bulb for Hyundai,144.73,62,8973.26,3033.86,33.81
Auto Spare Parts Dealer 28 - Dakahlia,10027,2023-04-16,Canal Zone,Port Said,Sharq,Philips Engine Oil for Nissan 1987-2015,1051.78,10,10517.8,2761.97,26.26
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-08-09,Delta,Dakahlia,Mansoura,Mobil Battery for Hyundai,1201.87,16,19229.92,5022.86,26.12
Auto Spare Parts Dealer 21 - Minya,10020,2024-07-23,Delta,Beheira,Abu Hummus,Hella Engine Oil for Kia,1563.6,13,20326.8,5559.38,27.35
Auto Spare Parts Dealer 11 - Qalyubia,10010,2024-10-20,Canal Zone,Port Said,Dawahi,Bosch Engine Oil for Chevrolet Half-Truck,1003.18,15,15047.7,4995.84,33.2
Auto Spare Parts Dealer 39 - Cairo,10038,2022-04-17,Delta,Sharqia,Minya Al Qamh,CASP Air Filter for Chevrolet Half-Truck,252.25,75,18918.75,6631.02,35.05
Auto Spare Parts Dealer 10 - Sharqia,10009,2024-09-17,Upper Egypt,Minya,Mallawi,Champion Alarm System for Nissan 1987-2015,1705.19,7,11936.33,3484.21,29.19
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-11-08,Delta,Sharqia,Zagazig,ACDelco Side Mirror for Hyundai,757.04,13,9841.52,2518.44,25.59
Auto Spare Parts Dealer 23 - Sohag,10022,2024-04-07,Upper Egypt,Assiut,Qusiya,Magneti Marelli Window Regulator for Chevrolet Half-Truck,698.22,33,23041.26,4900.88,21.27
Auto Spare Parts Dealer 46 - Port Said,10045,2024-05-12,Delta,Beheira,Damanhour,Magneti Marelli Engine Oil for Kia,1454.15,11,15995.65,5908.79,36.94
Auto Spare Parts Dealer 2 - Sharqia,10001,2022-02-13,Delta,Monufia,Menouf,Champion Air Filter for Toyota 1987-2015,259.86,62,16111.32,3394.66,21.07
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-08-28,Upper Egypt,Aswan,Nasr Nubia,Bosch Alarm System for Hyundai,1581.35,9,14232.15,4053.32,28.48
Auto Spare Parts Dealer 8 - Alexandria,10007,2023-09-20,Upper Egypt,Sohag,Sohag First,Mobil Window Regulator for Hyundai,739.61,14,10354.54,3390.08,32.74
Auto Spare Parts Dealer 46 - Port Said,10045,2024-07-17,Alexandria,Alexandria,Sidi Gaber,ACDelco Windshield Wiper for Nissan 1987-2015,172.55,103,17772.65,6348.39,35.72
Auto Spare Parts Dealer 31 - Sohag,10030,2023-04-13,Delta,Sharqia,Abu Kabir,Denso Rear Taillight for Chevrolet Half-Truck,463.7,32,14838.4,5046.54,34.01
Auto Spare Parts Dealer 21 - Minya,10020,2022-12-10,Greater Cairo,Qalyubia,Banha,CASP Engine Oil for Toyota 1987-2015,1088.8,19,20687.2,8214.89,39.71
Auto Spare Parts Dealer 36 - Port Said,10035,2024-08-02,Upper Egypt,Minya,Deir Mawas,Champion Side Mirror for Nissan 1987-2015,314.94,32,10078.08,3044.59,30.21
Auto Spare Parts Dealer 25 - Cairo,10024,2022-02-03,Upper Egypt,Sohag,Akhmim,Hella Windshield Wiper for Chevrolet Half-Truck,209.83,86,18045.38,4247.88,23.54
Auto Spare Parts Dealer 24 - Assiut,10023,2023-07-28,Greater Cairo,Qalyubia,Banha,Magneti Marelli Air Filter for Kia,587.72,20,11754.4,4070.55,34.63
Auto Spare Parts Dealer 10 - Sharqia,10009,2022-10-16,Delta,Dakahlia,Mit Ghamr,Magneti Marelli Windshield Wiper for Kia,297.09,31,9209.79,3237.24,35.15
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-02-20,Greater Cairo,Qalyubia,Qalyub,CASP Regular Bulb for Nissan 1987-2015,76.4,24,1833.6,380.66,20.76
Auto Spare Parts Dealer 44 - Monufia,10043,2024-01-03,Delta,Dakahlia,Talkha,Valeo HID Bulb for Chevrolet Half-Truck,750.78,9,6757.02,1678.44,24.84
Auto Spare Parts Dealer 32 - Monufia,10031,2024-07-17,Upper Egypt,Minya,Beni Mazar,Hella Alarm System for Toyota 1987-2015,1926.99,14,26977.86,5972.9,22.14
Auto Spare Parts Dealer 45 - Ismailia,10044,2022-03-30,Upper Egypt,Sohag,Sohag First,CASP Rear Taillight for Nissan 1987-2015,499.08,50,24954.0,6605.32,26.47
Auto Spare Parts Dealer 33 - Minya,10032,2023-09-29,Upper Egypt,Minya,Beni Mazar,CASP Regular Bulb for Chevrolet Half-Truck,77.16,45,3472.2,1105.55,31.84
Auto Spare Parts Dealer 6 - Minya,10005,2024-04-08,Alexandria,Alexandria,Montazah,CASP Battery for Nissan 1987-2015,2203.34,10,22033.4,5860.88,26.6
Auto Spare Parts Dealer 18 - Cairo,10017,2023-11-13,Delta,Beheira,Kafr El Dawar,Hella Battery for Hyundai,1251.12,20,25022.4,7063.82,28.23
Auto Spare Parts Dealer 40 - Beheira,10039,2023-05-08,Canal Zone,Port Said,Dawahi,Bosch Windshield Wiper for Toyota 1987-2015,160.9,76,12228.4,2490.93,20.37
Auto Spare Parts Dealer 19 - Cairo,10018,2023-12-06,Delta,Monufia,Quesna,Magneti Marelli Brake Pads for Chevrolet Half-Truck,547.03,13,7111.39,1619.26,22.77
Auto Spare Parts Dealer 17 - Monufia,10016,2022-01-14,Upper Egypt,Assiut,Dayrout,Valeo Alarm System for Nissan 1987-2015,1936.21,7,13553.47,5196.4,38.34
Auto Spare Parts Dealer 29 - Qalyubia,10028,2024-06-11,Greater Cairo,Qalyubia,Toukh,Valeo Regular Bulb for Hyundai,176.03,116,20419.48,7591.96,37.18
Auto Spare Parts Dealer 24 - Assiut,10023,2022-11-17,Delta,Sharqia,Abu Kabir,Champion Brake Cylinder for Nissan 1987-2015,747.22,19,14197.18,3711.14,26.14
Auto Spare Parts Dealer 3 - Cairo,10002,2023-08-10,Canal Zone,Port Said,Sharq,Hella Battery for Toyota 1987-2015,1137.32,9,10235.88,2093.24,20.45
Auto Spare Parts Dealer 48 - Minya,10047,2023-05-12,Upper Egypt,Sohag,Tahta,Mobil Side Mirror for Toyota 1987-2015,779.32,29,22600.28,5028.56,22.25
Auto Spare Parts Dealer 43 - Dakahlia,10042,2024-02-14,Alexandria,Alexandria,Sidi Gaber,DEPO Air Filter for Chevrolet Half-Truck,483.68,28,13543.04,4534.21,33.48
Auto Spare Parts Dealer 31 - Sohag,10030,2023-02-15,Upper Egypt,Assiut,Manfalout,Valeo Regular Bulb for Toyota 1987-2015,136.58,140,19121.2,6417.07,33.56
Auto Spare Parts Dealer 37 - Beheira,10036,2023-04-07,Upper Egypt,Luxor,Esna,Valeo Air Filter for Toyota 1987-2015,313.47,15,4702.05,1152.94,24.52
Auto Spare Parts Dealer 32 - Monufia,10031,2022-12-04,Delta,Dakahlia,Mansoura,ACDelco Battery for Nissan 1987-2015,2778.84,11,30567.24,11270.14,36.87
Auto Spare Parts Dealer 14 - Sohag,10013,2022-05-20,Upper Egypt,Aswan,Aswan First,Magneti Marelli Brake Pads for Nissan 1987-2015,444.56,13,5779.28,1567.34,27.12
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-08-16,Delta,Beheira,Abu Hummus,Magneti Marelli Battery for Kia,1237.91,9,11141.19,3194.18,28.67
Auto Spare Parts Dealer 45 - Ismailia,10044,2023-07-07,Greater Cairo,Cairo,Gesr El Suez,Bosch Air Filter for Chevrolet Half-Truck,290.97,14,4073.58,1149.16,28.21
Auto Spare Parts Dealer 21 - Minya,10020,2023-07-29,Canal Zone,Ismailia,Arbaeen,Magneti Marelli Engine Oil for Chevrolet Half-Truck,1330.75,12,15969.0,4816.25,30.16
Auto Spare Parts Dealer 4 - Dakahlia,10003,2024-06-27,Canal Zone,Port Said,Arab,Valeo Rear Taillight for Kia,507.95,16,8127.2,1689.64,20.79
Auto Spare Parts Dealer 35 - Assiut,10034,2024-04-08,Canal Zone,Port Said,Sharq,Bosch Rear Taillight for Chevrolet Half-Truck,414.79,54,22398.66,7857.45,35.08
Auto Spare Parts Dealer 26 - Sohag,10025,2024-06-02,Upper Egypt,Luxor,Esna,Bosch Alarm System for Nissan 1987-2015,2183.46,9,19651.14,3975.43,20.23
Auto Spare Parts Dealer 6 - Minya,10005,2022-04-20,Alexandria,Alexandria,Miami,Champion Battery for Toyota 1987-2015,1763.05,9,15867.45,5352.09,33.73
Auto Spare Parts Dealer 12 - Dakahlia,10011,2023-09-01,Upper Egypt,Minya,Mallawi,Magneti Marelli HID Bulb for Kia,528.05,16,8448.8,2754.31,32.6
Auto Spare Parts Dealer 9 - Dakahlia,10008,2024-12-25,Delta,Monufia,Quesna,DEPO Brake Pads for Nissan 1987-2015,666.25,9,5996.25,1558.43,25.99
Auto Spare Parts Dealer 32 - Monufia,10031,2024-09-21,Delta,Beheira,Abu Hummus,Valeo HID Bulb for Chevrolet Half-Truck,500.12,60,30007.2,8714.09,29.04
Auto Spare Parts Dealer 25 - Cairo,10024,2024-05-10,Delta,Sharqia,Abu Kabir,DEPO Engine Oil for Hyundai,1970.98,13,25622.74,8624.61,33.66
Auto Spare Parts Dealer 46 - Port Said,10045,2022-09-24,Delta,Sharqia,Zagazig,Mobil Side Mirror for Toyota 1987-2015,480.14,25,12003.5,3066.89,25.55
Auto Spare Parts Dealer 24 - Assiut,10023,2024-03-15,Upper Egypt,Aswan,Aswan First,Philips Rear Taillight for Chevrolet Half-Truck,485.85,43,20891.55,7688.09,36.8
Auto Spare Parts Dealer 28 - Dakahlia,10027,2024-08-06,Greater Cairo,Cairo,Nasr City,Magneti Marelli Regular Bulb for Kia,107.37,122,13099.14,2681.39,20.47
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-12-13,Delta,Dakahlia,Bilqas,DEPO Windshield Wiper for Kia,229.43,42,9636.06,3552.82,36.87
Auto Spare Parts Dealer 32 - Monufia,10031,2024-12-05,Upper Egypt,Aswan,Kom Ombo,ACDelco Engine Oil for Chevrolet Half-Truck,1393.68,19,26479.92,5960.63,22.51
Auto Spare Parts Dealer 41 - Beheira,10040,2024-10-15,Upper Egypt,Minya,Maghaghah,Philips Air Filter for Nissan 1987-2015,349.18,15,5237.7,1571.31,30.0
Auto Spare Parts Dealer 29 - Qalyubia,10028,2023-07-05,Greater Cairo,Qalyubia,Banha,Mobil Regular Bulb for Nissan 1987-2015,67.95,126,8561.7,2516.28,29.39
Auto Spare Parts Dealer 27 - Minya,10026,2022-10-30,Upper Egypt,Assiut,Qusiya,Champion Regular Bulb for Hyundai,158.0,58,9164.0,3199.15,34.91
Auto Spare Parts Dealer 28 - Dakahlia,10027,2022-11-08,Alexandria,Alexandria,Miami,Valeo Engine Oil for Hyundai,1017.18,20,20343.6,5893.54,28.97
Auto Spare Parts Dealer 15 - Sharqia,10014,2022-07-15,Canal Zone,Ismailia,Arbaeen,ACDelco Air Filter for Kia,224.79,79,17758.41,6886.71,38.78
Auto Spare Parts Dealer 17 - Monufia,10016,2022-02-15,Upper Egypt,Sohag,Sohag First,Philips Battery for Toyota 1987-2015,1896.85,7,13277.95,5268.69,39.68
Auto Spare Parts Dealer 44 - Monufia,10043,2022-04-21,Delta,Dakahlia,Talkha,Valeo Windshield Wiper for Hyundai,170.15,35,5955.25,1279.78,21.49
Auto Spare Parts Dealer 37 - Beheira,10036,2024-11-03,Delta,Dakahlia,Bilqas,Champion Engine Oil for Toyota 1987-2015,1629.26,17,27697.42,9472.52,34.2
Auto Spare Parts Dealer 15 - Sharqia,10014,2023-11-17,Greater Cairo,Cairo,Zeitoun,Hella Air Filter for Kia,204.16,55,11228.8,4188.34,37.3
Auto Spare Parts Dealer 6 - Minya,10005,2023-07-09,Upper Egypt,Aswan,Kom Ombo,Magneti Marelli Windshield Wiper for Kia,279.64,62,17337.68,6094.19,35.15
Auto Spare Parts Dealer 29 - Qalyubia,10028,2022-12-22,Upper Egypt,Minya,Mallawi,Philips Regular Bulb for Kia,154.1,62,9554.2,3567.54,37.34
Auto Spare Parts Dealer 30 - Dakahlia,10029,2022-10-28,Greater Cairo,Cairo,Nasr City,NGK Battery for Chevrolet Half-Truck,2923.32,9,26309.88,7566.72,28.76
Auto Spare Parts Dealer 43 - Dakahlia,10042,2023-09-03,Upper Egypt,Luxor,Armant,Champion Engine Oil for Kia,1000.77,19,19014.63,4919.08,25.87
Auto Spare Parts Dealer 11 - Qalyubia,10010,2024-06-27,Upper Egypt,Assiut,Abnoub,Philips Battery for Toyota 1987-2015,1121.73,12,13460.76,4350.52,32.32
